,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
31,encore-fitness-new-york,"[{'alias': 'healthtrainers', 'title': 'Trainers'}, {'alias': 'gyms', 'title': 'Gyms'}]","{'latitude': 40.7398373481236, 'longitude': -73.9851167052984}",(845) 853-3166,3901.6705758995613,syK3qJ-zv9AKf6v2meLCQA,https://s3-media4.fl.yelpcdn.com/bphoto/m4lHURlyAKeUolsi-EM2VQ/o.jpg,False,"{'address1': '137 5th Ave', 'address2': '#10r', 'address3': None, 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['137 5th Ave', '#10r', 'New York, NY 10010']}",Encore Fitness,+18458533166,,5.0,7,[],https://www.yelp.com/biz/encore-fitness-new-york?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
32,alana-life-and-fitness-brooklyn,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'pilates', 'title': 'Pilates'}, {'alias': 'yoga', 'title': 'Yoga'}]","{'latitude': 40.6207182, 'longitude': -74.0252788}",(718) 748-7700,9776.962162626014,QpB1t7C8hp0xLfyOVD_mMw,https://s3-media4.fl.yelpcdn.com/bphoto/4tSonazUyiK-8WG6YpF5_A/o.jpg,False,"{'address1': '530 86th St', 'address2': '', 'address3': 'Fl 3 Loft', 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['530 86th St', 'Fl 3 Loft', 'Brooklyn, NY 11209']}",Alana Life & Fitness,+17187487700,,4.0,36,[],https://www.yelp.com/biz/alana-life-and-fitness-brooklyn?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
33,poseidon-athletics-queens-2,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'sports_clubs', 'title': 'Sports Clubs'}, {'alias': 'healthtrainers', 'title': 'Trainers'}]","{'latitude': 40.756715, 'longitude': -73.941845}",(917) 749-9782,7212.816664163537,68kLlsxRfOU6NVZ7YO7ggw,https://s3-media4.fl.yelpcdn.com/bphoto/1-4IndQdxrDHwD9_VFfVRg/o.jpg,False,"{'address1': '3853 12th St', 'address2': None, 'address3': '', 'city': 'Queens', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['3853 12th St', 'Queens, NY 11101']}",Poseidon Athletics,+19177499782,,5.0,11,[],https://www.yelp.com/biz/poseidon-athletics-queens-2?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
34,bodhi-fitness-center-flushing,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'yoga', 'title': 'Yoga'}, {'alias': 'pilates', 'title': 'Pilates'}]","{'latitude': 40.76372, 'longitude': -73.83292}",(718) 321-1100,15048.704552698617,H-z-cYOrugvj5IjDkTswqw,https://s3-media1.fl.yelpcdn.com/bphoto/4hHLS_sIvC2NuJkxQpposw/o.jpg,False,"{'address1': '35-11 Prince St', 'address2': '', 'address3': '', 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['35-11 Prince St', 'Flushing, NY 11354']}",Bodhi Fitness Center,+17183211100,,4.0,82,[],https://www.yelp.com/biz/bodhi-fitness-center-flushing?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
35,sweatbox-brooklyn-brooklyn,"[{'alias': 'boxing', 'title': 'Boxing'}, {'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'healthtrainers', 'title': 'Trainers'}]","{'latitude': 40.6510467529297, 'longitude': -74.0135498046875}",(718) 576-3028,6269.474497805562,Lszm-geabdAL5iLiVSXUnw,https://s3-media4.fl.yelpcdn.com/bphoto/J5XOsUsVxEUdgbULgP7hlw/o.jpg,False,"{'address1': '229 46th St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['229 46th St', 'Brooklyn, NY 11220']}",Sweatbox Brooklyn,+17185763028,,5.0,10,[],https://www.yelp.com/biz/sweatbox-brooklyn-brooklyn?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
36,just-train-new-york,"[{'alias': 'healthtrainers', 'title': 'Trainers'}]","{'latitude': 40.7096146, 'longitude': -74.0095769}",(212) 920-7739,1369.173126745893,2rTsFlLLoVVsaEZ71IdFLw,https://s3-media2.fl.yelpcdn.com/bphoto/_IW-cR8tI6ANmwtuVNVB1Q/o.jpg,False,"{'address1': '6 Maiden Ln', 'address2': 'Fl 2', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['6 Maiden Ln', 'Fl 2', 'New York, NY 10038']}",Just Train,+12129207739,,5.0,38,[],https://www.yelp.com/biz/just-train-new-york?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
37,equinox-dumbo-brooklyn,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'sports_clubs', 'title': 'Sports Clubs'}, {'alias': 'spas', 'title': 'Day Spas'}]","{'latitude': 40.70259, 'longitude': -73.98885}",(347) 435-2341,554.7023903105653,0zY166hVI5Z5SqcPL3tfIA,https://s3-media4.fl.yelpcdn.com/bphoto/fJujXPRbTMosaoj6-mfnJQ/o.jpg,False,"{'address1': '117 Front St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['117 Front St', 'Brooklyn, NY 11201']}",Equinox Dumbo,+13474352341,$$$$,3.5,16,[],https://www.yelp.com/biz/equinox-dumbo-brooklyn?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
38,mid-city-gym-new-york-2,"[{'alias': 'gyms', 'title': 'Gyms'}]","{'latitude': 40.75817, 'longitude': -73.99158}",(212) 757-0850,5879.127184374843,XcXp5331qdt_QmdkiMRW3w,https://s3-media1.fl.yelpcdn.com/bphoto/OdIiU5AW5B0GFORHq1t1RQ/o.jpg,False,"{'address1': '345 W 42nd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['345 W 42nd St', 'New York, NY 10036']}",Mid City Gym,+12127570850,,4.0,153,[],https://www.yelp.com/biz/mid-city-gym-new-york-2?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
39,gores-core-fitness-new-york,"[{'alias': 'healthtrainers', 'title': 'Trainers'}, {'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'yoga', 'title': 'Yoga'}]","{'latitude': 40.73107, 'longitude': -74.00927}",(831) 917-3032,3127.64053529663,SU5xh7FWOHyptU6DacPyOA,https://s3-media1.fl.yelpcdn.com/bphoto/FfIEWBEkgavfznxXkvqz2g/o.jpg,False,"{'address1': '100 Morton St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['100 Morton St', 'New York, NY 10014']}",Gore's Core Fitness,+18319173032,,5.0,8,[],https://www.yelp.com/biz/gores-core-fitness-new-york?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
40,nimble-fitness-new-york,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'healthtrainers', 'title': 'Trainers'}]","{'latitude': 40.7333601, 'longitude': -73.9919568}",(212) 633-9030,3110.26813246774,o4qhN4AmM7TOGJh6ARSTKg,https://s3-media1.fl.yelpcdn.com/bphoto/LO4FKkzEd2ltyLR63Inz1Q/o.jpg,False,"{'address1': '42 E 12th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['42 E 12th St', 'New York, NY 10003']}",Nimble Fitness,+12126339030,,4.5,26,[],https://www.yelp.com/biz/nimble-fitness-new-york?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
41,club-metro-usa-jersey-city-2,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'cyclingclasses', 'title': 'Cycling Classes'}, {'alias': 'yoga', 'title': 'Yoga'}]","{'latitude': 40.72693, 'longitude': -74.03559}",(201) 451-1911,4274.837107431517,OnP7Oj26mp3KQXfjRhxhbg,https://s3-media1.fl.yelpcdn.com/bphoto/9lFcmS4phnqSdKnuC0L_SA/o.jpg,False,"{'address1': '525 Washington Blvd', 'address2': None, 'address3': '', 'city': 'Jersey City', 'zip_code': '07310', 'country': 'US', 'state': 'NJ', 'display_address': ['525 Washington Blvd', 'Jersey City, NJ 07310']}",Club Metro USA,+12014511911,,4.0,108,[],https://www.yelp.com/biz/club-metro-usa-jersey-city-2?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
42,mercedes-club-new-york-2,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'massage', 'title': 'Massage'}, {'alias': 'healthtrainers', 'title': 'Trainers'}]","{'latitude': 40.7676786952469, 'longitude': -73.9915698797362}",(212) 265-1111,6923.881566919645,Mlo8UphMkoy9XMWHVgZsgA,https://s3-media3.fl.yelpcdn.com/bphoto/Cu0VHxz0nJMj5fQyn7DDAg/o.jpg,False,"{'address1': '550 W 54th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['550 W 54th St', 'New York, NY 10019']}",Mercedes Club,+12122651111,$$$,4.0,135,[],https://www.yelp.com/biz/mercedes-club-new-york-2?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
43,crunch-fitness-tribeca-new-york,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'healthtrainers', 'title': 'Trainers'}, {'alias': 'yoga', 'title': 'Yoga'}]","{'latitude': 40.7171949, 'longitude': -74.005129}",(212) 966-5432,1594.1097781199257,2IF7k2WxxnX50zdqLCOC7A,https://s3-media3.fl.yelpcdn.com/bphoto/w5C0PCJCfgG9nbYSVMeW_A/o.jpg,False,"{'address1': '80 Leonard St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['80 Leonard St', 'New York, NY 10013']}",Crunch Fitness - Tribeca,+12129665432,,4.0,57,[],https://www.yelp.com/biz/crunch-fitness-tribeca-new-york?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
44,health-and-fitness-annex-manhattan,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'healthtrainers', 'title': 'Trainers'}]","{'latitude': 40.72802, 'longitude': -73.98239}",(347) 526-3965,2716.6499860590725,PmcXx7AX2F9ifD1ndUCD9A,https://s3-media2.fl.yelpcdn.com/bphoto/9HHF9fu2DQrxJgQ4cdJa0w/o.jpg,False,"{'address1': '287 E 10th St', 'address2': None, 'address3': '', 'city': 'Manhattan', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['287 E 10th St', 'Manhattan, NY 10009']}",Health and Fitness Annex,+13475263965,,5.0,5,[],https://www.yelp.com/biz/health-and-fitness-annex-manhattan?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
45,beyond-movement-fitness-long-island-city,"[{'alias': 'healthtrainers', 'title': 'Trainers'}, {'alias': 'bootcamps', 'title': 'Boot Camps'}, {'alias': 'gyms', 'title': 'Gyms'}]","{'latitude': 40.747058, 'longitude': -73.954803}",(347) 612-4342,5686.603302807843,jaSgJPjU6KCJvqGKvqQlQQ,https://s3-media2.fl.yelpcdn.com/bphoto/fMivXgxSrXllJGI4vQcAWw/o.jpg,False,"{'address1': '46-01 5th St', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['46-01 5th St', 'Long Island City, NY 11101']}",Beyond Movement Fitness,+13476124342,,5.0,78,[],https://www.yelp.com/biz/beyond-movement-fitness-long-island-city?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
46,gleasons-gym-brooklyn-7,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'boxing', 'title': 'Boxing'}, {'alias': 'healthtrainers', 'title': 'Trainers'}]","{'latitude': 40.7030527, 'longitude': -73.9887299}",(718) 797-2872,523.8829193364855,WzFLaf_59vDo-5P1Xyn3-A,https://s3-media3.fl.yelpcdn.com/bphoto/HVlDheU0-Vqrv9bhNqyIyw/o.jpg,False,"{'address1': '130 Water St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['130 Water St', 'Brooklyn, NY 11201']}",Gleason's Gym,+17187972872,,4.5,21,[],https://www.yelp.com/biz/gleasons-gym-brooklyn-7?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
47,jdi-barbell-new-york,"[{'alias': 'healthtrainers', 'title': 'Trainers'}, {'alias': 'gyms', 'title': 'Gyms'}]","{'latitude': 40.7505200799087, 'longitude': -73.9457367344008}",(917) 819-5017,6466.743559650487,8OHSvgCMyf2-MWVyLHnrgA,https://s3-media4.fl.yelpcdn.com/bphoto/gBKPS7S-6yMtaOUMoUQVHQ/o.jpg,False,"{'address1': '43-01 21st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['43-01 21st St', 'New York, NY 11101']}",JDI Barbell,+19178195017,,4.5,15,[],https://www.yelp.com/biz/jdi-barbell-new-york?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
48,liberated-fitness-new-york,"[{'alias': 'gyms', 'title': 'Gyms'}]","{'latitude': 40.8013887, 'longitude': -73.9611277}",(857) 891-6133,11027.214436139093,B9hepOn0_ZN2YMuShBP-Tw,https://s3-media1.fl.yelpcdn.com/bphoto/u8irLYSuIsSUcgJ_ljPdMA/o.jpg,False,"{'address1': '1005 Columbus Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['1005 Columbus Ave', 'New York, NY 10025']}",Liberated Fitness,+18578916133,,4.5,15,[],https://www.yelp.com/biz/liberated-fitness-new-york?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
49,completebody-new-york,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'swimmingpools', 'title': 'Swimming Pools'}]","{'latitude': 40.7593798, 'longitude': -73.9646707}",(212) 777-7703,6495.947735793086,VmL-dn0-HY5fqr_cxIlMPQ,https://s3-media1.fl.yelpcdn.com/bphoto/-ylHGp9LJRsANC4TTjK7XQ/o.jpg,False,"{'address1': '301 E 57th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['301 E 57th St', 'New York, NY 10022']}",CompleteBody,+12127777703,,4.0,38,[],https://www.yelp.com/biz/completebody-new-york?adjust_creative=nrwhBB5NFpHGRybeuXYJeA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nrwhBB5NFpHGRybeuXYJeA
